20190101 234800;1.144560;1.144570;1.144440;1.144450;0
20190101 234900;1.144450;1.144490;1.144440;1.144480;0
20190101 235000;1.144480;1.144520;1.144480;1.144490;0
20190101 235100;1.144480;1.144510;1.144480;1.144490;0
20190101 235200;1.144480;1.144490;1.144450;1.144450;0
20190101 235300;1.144480;1.144490;1.144470;1.144480;0
20190101 235400;1.144490;1.144490;1.144460;1.144480;0
20190101 235500;1.144480;1.144500;1.144480;1.144490;0
20190101 235600;1.144490;1.144500;1.144480;1.144490;0
20190101 235700;1.144500;1.144510;1.144490;1.144490;0
20190101 235800;1.144490;1.144540;1.144460;1.144510;0
20190101 235900;1.144510;1.144560;1.144490;1.144490;0
20190102 000000;1.144500;1.144550;1.144490;1.144540;0
20190102 000100;1.144540;1.144650;1.144540;1.144650;0
20190102 000200;1.144640;1.144690;1.144630;1.144690;0
20190102 000300;1.144700;1.144750;1.144690;1.144740;0
20190102 000400;1.144750;1.144820;1.144740;1.144800;0
20190102 000500;1.144800;1.144810;1.144740;1.144780;0
20190102 000600;1.144780;1.144810;1.144760;1.144790;0
20190102 000700;1.144790;1.144820;1.144750;1.144800;0
20190102 000800;1.144800;1.144810;1.144790;1.144790;0
20190102 000900;1.144790;1.144790;1.144750;1.144780;0
20190102 001000;1.144780;1.144780;1.144740;1.144740;0
20190102 001100;1.144750;1.144760;1.144720;1.144750;0
20190102 001200;1.144740;1.144760;1.144720;1.144740;0
20190102 001300;1.144750;1.144770;1.144740;1.144760;0
20190102 001400;1.144750;1.144820;1.144740;1.144790;0
20190102 001500;1.144790;1.144820;1.144770;1.144770;0
20190102 001600;1.144770;1.144840;1.144750;1.144770;0
20190102 001700;1.144770;1.144950;1.144750;1.144900;0
20190102 001800;1.144920;1.145040;1.144920;1.144990;0
20190102 001900;1.145030;1.145300;1.145030;1.145180;0
20190102 002000;1.145160;1.145360;1.145160;1.145330;0
20190102 002100;1.145330;1.145350;1.145220;1.145280;0
20190102 002200;1.145280;1.145390;1.145260;1.145290;0
20190102 002300;1.145290;1.145440;1.145290;1.145430;0
20190102 002400;1.145430;1.145710;1.145400;1.145680;0
20190102 002500;1.145690;1.145750;1.145630;1.145630;0
20190102 002600;1.145650;1.145690;1.145640;1.145660;0
20190102 002700;1.145660;1.145810;1.145610;1.145770;0
20190102 002800;1.145760;1.145770;1.145710;1.145750;0
20190102 002900;1.145750;1.145810;1.145740;1.145770;0
20190102 003000;1.145780;1.146040;1.145740;1.146030;0
20190102 003100;1.146030;1.146090;1.145830;1.145890;0
20190102 003200;1.145880;1.145990;1.145860;1.145990;0
20190102 003300;1.145990;1.146090;1.145960;1.146080;0
20190102 003400;1.146080;1.146280;1.146080;1.146180;0
20190102 003500;1.146160;1.146300;1.146130;1.146270;0
20190102 003600;1.146310;1.146600;1.146310;1.146580;0
20190102 003700;1.146590;1.146760;1.146570;1.146690;0
20190102 003800;1.146680;1.146690;1.146530;1.146590;0
20190102 003900;1.146600;1.146750;1.146510;1.146730;0
20190102 004000;1.146730;1.146740;1.146630;1.146680;0
20190102 004100;1.146680;1.146930;1.146680;1.146890;0
20190102 004200;1.146880;1.146920;1.146770;1.146880;0
20190102 004300;1.146870;1.146920;1.146850;1.146880;0
20190102 004400;1.146880;1.146970;1.146880;1.146930;0
20190102 004500;1.146940;1.146970;1.146910;1.146930;0
20190102 004600;1.146920;1.147040;1.146860;1.146870;0
20190102 004700;1.146890;1.146980;1.146830;1.146930;0
20190102 004800;1.146930;1.146930;1.146840;1.146860;0
20190102 004900;1.146870;1.146960;1.146820;1.146880;0
20190102 005000;1.146890;1.146990;1.146880;1.146940;0
20190102 005100;1.146940;1.146990;1.146900;1.146930;0
20190102 005200;1.146930;1.147020;1.146930;1.147020;0
20190102 005300;1.147020;1.147030;1.146990;1.147000;0
20190102 005400;1.147010;1.147110;1.147010;1.147080;0
20190102 005500;1.147070;1.147080;1.146890;1.146980;0
20190102 005600;1.146990;1.147010;1.146890;1.146930;0
20190102 005700;1.146930;1.147490;1.146930;1.147490;0
20190102 005800;1.147490;1.147870;1.147490;1.147820;0
20190102 005900;1.147820;1.147880;1.147800;1.147800;0
20190102 010000;1.147790;1.148040;1.147690;1.148030;0
20190102 010100;1.148040;1.148340;1.148030;1.148210;0
20190102 010200;1.148220;1.148590;1.148190;1.148490;0
20190102 010300;1.148510;1.148510;1.148190;1.148200;0
